SUBDIVISION,YEAR,ANNUAL
East Rajasthan,1999,408.4
East Rajasthan,2000,440
East Rajasthan,2001,551.2
East Rajasthan,2002,285.3
East Rajasthan,2003,626.6
East Rajasthan,2004,606.2
East Rajasthan,2005,567.9
East Rajasthan,2006,748.4
East Rajasthan,2007,575.7
East Rajasthan,2008,644.6
East Rajasthan,2009,414.1
East Rajasthan,2010,689.4
East Rajasthan,2011,802.1
East Rajasthan,2012,693.6
East Rajasthan,2013,836.1
East Rajasthan,2014,683.3
East Rajasthan,2015,650.7
East Rajasthan,2016,860.6
East Rajasthan,2017,600.3
West Madhya Pradesh,1901,718.2
West Madhya Pradesh,1902,911.7
West Madhya Pradesh,1903,949.6
West Madhya Pradesh,1904,774.4
West Madhya Pradesh,1905,696.5
West Madhya Pradesh,1906,1010.2
West Madhya Pradesh,1907,650.4
West Madhya Pradesh,1908,832.6
West Madhya Pradesh,1909,830.2
West Madhya Pradesh,1910,959.5
West Madhya Pradesh,1911,676.5
West Madhya Pradesh,1912,807.3
West Madhya Pradesh,1913,790.5
West Madhya Pradesh,1914,836.3
West Madhya Pradesh,1915,772.7
West Madhya Pradesh,1916,1219.2
West Madhya Pradesh,1917,1309.3
West Madhya Pradesh,1918,509.4
West Madhya Pradesh,1919,1232.8
West Madhya Pradesh,1920,714.8
West Madhya Pradesh,1921,808.7
West Madhya Pradesh,1922,918.2
West Madhya Pradesh,1923,1071
West Madhya Pradesh,1924,1031.3
West Madhya Pradesh,1925,693.5
West Madhya Pradesh,1926,913.8
West Madhya Pradesh,1927,872.9
West Madhya Pradesh,1928,895.6
West Madhya Pradesh,1929,728.7
West Madhya Pradesh,1930,888.2
West Madhya Pradesh,1931,1131.6
West Madhya Pradesh,1932,988.3
West Madhya Pradesh,1933,1211.6
West Madhya Pradesh,1934,1164.9
West Madhya Pradesh,1935,871.1
West Madhya Pradesh,1936,901.2
West Madhya Pradesh,1937,1053.4
West Madhya Pradesh,1938,1001.2
West Madhya Pradesh,1939,802.5
West Madhya Pradesh,1940,1064.7
West Madhya Pradesh,1941,739.4
West Madhya Pradesh,1942,1201.7
West Madhya Pradesh,1943,962.9
West Madhya Pradesh,1944,1347.7
West Madhya Pradesh,1945,1047.4
West Madhya Pradesh,1946,1250.7
West Madhya Pradesh,1947,1064.7
West Madhya Pradesh,1948,1247.6
West Madhya Pradesh,1949,966.2
West Madhya Pradesh,1950,904.5
West Madhya Pradesh,1951,649.7
West Madhya Pradesh,1952,829.1
West Madhya Pradesh,1953,793.7
West Madhya Pradesh,1954,1100.7
West Madhya Pradesh,1955,1149.2
West Madhya Pradesh,1956,1065.8
West Madhya Pradesh,1957,832.9
West Madhya Pradesh,1958,1099.7
West Madhya Pradesh,1959,1181.4
West Madhya Pradesh,1960,882.3
West Madhya Pradesh,1961,1433.7
West Madhya Pradesh,1962,905.9
West Madhya Pradesh,1963,905.4
West Madhya Pradesh,1964,880.1
West Madhya Pradesh,1965,594.7
West Madhya Pradesh,1966,680
West Madhya Pradesh,1967,945.6
West Madhya Pradesh,1968,861.2
West Madhya Pradesh,1969,1117
West Madhya Pradesh,1970,1113.2
West Madhya Pradesh,1971,1135.7
West Madhya Pradesh,1972,770.3
West Madhya Pradesh,1973,1406.9
West Madhya Pradesh,1974,876.6
West Madhya Pradesh,1975,1064.6
West Madhya Pradesh,1976,1027.7
West Madhya Pradesh,1977,1002.7
West Madhya Pradesh,1978,1003.3
West Madhya Pradesh,1979,781.9
West Madhya Pradesh,1980,873.9
West Madhya Pradesh,1981,890.2
West Madhya Pradesh,1982,934.1
West Madhya Pradesh,1983,1071.9
West Madhya Pradesh,1984,859.5
West Madhya Pradesh,1985,874.7
West Madhya Pradesh,1986,937.1
West Madhya Pradesh,1987,783.9
West Madhya Pradesh,1988,951.2
West Madhya Pradesh,1989,758.5
West Madhya Pradesh,1990,1144
West Madhya Pradesh,1991,745.5
West Madhya Pradesh,1992,754.2
West Madhya Pradesh,1993,1031.9
West Madhya Pradesh,1994,1179.5
West Madhya Pradesh,1995,864.7
West Madhya Pradesh,1996,1085.4
West Madhya Pradesh,1997,1058.3
West Madhya Pradesh,1998,926.9
West Madhya Pradesh,1999,1052.7
West Madhya Pradesh,2000,613.5
West Madhya Pradesh,2001,787
West Madhya Pradesh,2002,684.1
West Madhya Pradesh,2003,946.4
West Madhya Pradesh,2004,848.1
West Madhya Pradesh,2005,752.2
West Madhya Pradesh,2006,1169.2
West Madhya Pradesh,2007,806.5
West Madhya Pradesh,2008,791.1
West Madhya Pradesh,2009,877
West Madhya Pradesh,2010,776.3
West Madhya Pradesh,2011,1063.9
West Madhya Pradesh,2012,1035.2
West Madhya Pradesh,2013,1396.3
West Madhya Pradesh,2014,864.9
West Madhya Pradesh,2015,1042.3
West Madhya Pradesh,2016,1098
West Madhya Pradesh,2017,769
East Madhya Pradesh,1901,1332.7
East Madhya Pradesh,1902,984.2
East Madhya Pradesh,1903,1178.1
East Madhya Pradesh,1904,1144.2
East Madhya Pradesh,1905,886
East Madhya Pradesh,1906,1369.7
East Madhya Pradesh,1907,1009.6
East Madhya Pradesh,1908,1430.6
East Madhya Pradesh,1909,1122
East Madhya Pradesh,1910,1222.2
East Madhya Pradesh,1911,1197.1
East Madhya Pradesh,1912,1150.6
East Madhya Pradesh,1913,936.4
East Madhya Pradesh,1914,1250.1
East Madhya Pradesh,1915,1382.3
East Madhya Pradesh,1916,1480.2
East Madhya Pradesh,1917,1639.3
East Madhya Pradesh,1918,930.5
East Madhya Pradesh,1919,1747.1
East Madhya Pradesh,1920,899.5
East Madhya Pradesh,1921,1132.1
East Madhya Pradesh,1922,1238
East Madhya Pradesh,1923,1443.9
East Madhya Pradesh,1924,1315.3
East Madhya Pradesh,1925,1354.5
East Madhya Pradesh,1926,1726.8
East Madhya Pradesh,1927,1235.9
East Madhya Pradesh,1928,1106.9
East Madhya Pradesh,1929,1247.4
East Madhya Pradesh,1930,1203.9
East Madhya Pradesh,1931,1342.2
East Madhya Pradesh,1932,1150.9
East Madhya Pradesh,1933,1368.4
East Madhya Pradesh,1934,1473.3
East Madhya Pradesh,1935,1279.9
East Madhya Pradesh,1936,1504.2
East Madhya Pradesh,1937,1398
East Madhya Pradesh,1938,1373.8
East Madhya Pradesh,1939,1347.2
East Madhya Pradesh,1940,1192.8
East Madhya Pradesh,1941,828.1
East Madhya Pradesh,1942,1508.4
East Madhya Pradesh,1943,1382.4
East Madhya Pradesh,1944,1427
East Madhya Pradesh,1945,1286.3
East Madhya Pradesh,1946,1494.3
East Madhya Pradesh,1947,1419.5
East Madhya Pradesh,1948,1430.4
East Madhya Pradesh,1949,1235.5
East Madhya Pradesh,1950,1177.9
East Madhya Pradesh,1951,1175.6
East Madhya Pradesh,1952,1155.3
East Madhya Pradesh,1953,1007.1
East Madhya Pradesh,1954,1076.7
East Madhya Pradesh,1955,1421
East Madhya Pradesh,1956,1515.8
East Madhya Pradesh,1957,1000.8
East Madhya Pradesh,1958,1171.6
East Madhya Pradesh,1959,1302.4
East Madhya Pradesh,1960,1252
East Madhya Pradesh,1961,1598.8
East Madhya Pradesh,1962,1068.4
East Madhya Pradesh,1963,1120.1
East Madhya Pradesh,1964,1187.3
East Madhya Pradesh,1965,697.8
East Madhya Pradesh,1966,849.1
East Madhya Pradesh,1967,1407.8
East Madhya Pradesh,1968,973.6
East Madhya Pradesh,1969,1242.1
East Madhya Pradesh,1970,1342.2
East Madhya Pradesh,1971,1518.7
East Madhya Pradesh,1972,1038.3
East Madhya Pradesh,1973,1252.3
East Madhya Pradesh,1974,971.1
East Madhya Pradesh,1975,1434.5
East Madhya Pradesh,1976,1055.6
East Madhya Pradesh,1977,1372.2
East Madhya Pradesh,1978,1392.6
East Madhya Pradesh,1979,809.8
East Madhya Pradesh,1980,1369.2
East Madhya Pradesh,1981,1036
East Madhya Pradesh,1982,1297.3
East Madhya Pradesh,1983,1275.5
East Madhya Pradesh,1984,1110.6
East Madhya Pradesh,1985,1115.4
East Madhya Pradesh,1986,1029.2
East Madhya Pradesh,1987,1116.1
East Madhya Pradesh,1988,1069.4
East Madhya Pradesh,1989,920.9
East Madhya Pradesh,1990,1380
East Madhya Pradesh,1991,1016.9
East Madhya Pradesh,1992,1051.1
East Madhya Pradesh,1993,1118.9
East Madhya Pradesh,1994,1533.7
East Madhya Pradesh,1995,1032.3
East Madhya Pradesh,1996,986.6
East Madhya Pradesh,1997,1357.1
East Madhya Pradesh,1998,1013.4
East Madhya Pradesh,1999,1443.9
East Madhya Pradesh,2000,874.2
East Madhya Pradesh,2001,1170.1
East Madhya Pradesh,2002,950.2
East Madhya Pradesh,2003,1438.1
East Madhya Pradesh,2004,955.3
East Madhya Pradesh,2005,1366.4
East Madhya Pradesh,2006,943.4
East Madhya Pradesh,2007,653.8
East Madhya Pradesh,2008,1003.2
East Madhya Pradesh,2009,943.9
East Madhya Pradesh,2010,960.4
East Madhya Pradesh,2011,1275.2
East Madhya Pradesh,2012,1053.1
East Madhya Pradesh,2013,1521.9
East Madhya Pradesh,2014,924.9
East Madhya Pradesh,2015,939.2
East Madhya Pradesh,2016,1340
East Madhya Pradesh,2017,840.1
Gujarat Region,1901,554.3
Gujarat Region,1902,863.9
Gujarat Region,1903,887.6
Gujarat Region,1904,492.6
Gujarat Region,1905,811.5
Gujarat Region,1906,890.6
Gujarat Region,1907,997
Gujarat Region,1908,1027.5
Gujarat Region,1909,977.8
Gujarat Region,1910,974.6
Gujarat Region,1911,403.5
Gujarat Region,1912,1118.5
Gujarat Region,1913,1162.6
Gujarat Region,1914,1107.5
Gujarat Region,1915,567.3
Gujarat Region,1916,952.9
Gujarat Region,1917,1524.9
Gujarat Region,1918,392.6
Gujarat Region,1919,1067.4
Gujarat Region,1920,708.9
Gujarat Region,1921,1172.8
Gujarat Region,1922,878.7
Gujarat Region,1923,553.2
Gujarat Region,1924,909.6
Gujarat Region,1925,593.1
Gujarat Region,1926,1274.5
Gujarat Region,1927,1422.1
Gujarat Region,1928,821
Gujarat Region,1929,676.3
Gujarat Region,1930,894.7
Gujarat Region,1931,1104.6
Gujarat Region,1932,906.6
Gujarat Region,1933,1137.1
Gujarat Region,1934,979.6
Gujarat Region,1935,756.9
Gujarat Region,1936,609.3
Gujarat Region,1937,1203.1
Gujarat Region,1938,814.9
Gujarat Region,1939,605.6
Gujarat Region,1940,870.1
Gujarat Region,1941,961.8
Gujarat Region,1942,1186.8
Gujarat Region,1943,912.8
Gujarat Region,1944,1340.6
Gujarat Region,1945,1277
Gujarat Region,1946,1147.7
Gujarat Region,1947,783.4
Gujarat Region,1948,473.9
Gujarat Region,1949,800.3
Gujarat Region,1950,1129.3
Gujarat Region,1951,478.3
Gujarat Region,1952,776.6
Gujarat Region,1953,1055.5
Gujarat Region,1954,1248
Gujarat Region,1955,975.7
Gujarat Region,1956,1366.6
Gujarat Region,1957,647.8
Gujarat Region,1958,1123.1
Gujarat Region,1959,1560.7
Gujarat Region,1960,649.6
Gujarat Region,1961,945.1
Gujarat Region,1962,773
Gujarat Region,1963,997.9
Gujarat Region,1964,892.7
Gujarat Region,1965,656.7
Gujarat Region,1966,696.7
Gujarat Region,1967,938.7
Gujarat Region,1968,668
Gujarat Region,1969,789
Gujarat Region,1970,1353.8
Gujarat Region,1971,769.2
Gujarat Region,1972,503.8
Gujarat Region,1973,1159.6
Gujarat Region,1974,421.3
Gujarat Region,1975,1192.7
Gujarat Region,1976,1620.1
Gujarat Region,1977,1307.7
Gujarat Region,1978,935.8
Gujarat Region,1979,904.5
Gujarat Region,1980,822
Gujarat Region,1981,1114.2
Gujarat Region,1982,758.3
Gujarat Region,1983,1213.9
Gujarat Region,1984,853.6
Gujarat Region,1985,589.7
Gujarat Region,1986,501.8
Gujarat Region,1987,401.9
Gujarat Region,1988,1097.4
Gujarat Region,1989,822.8
Gujarat Region,1990,1118.4
Gujarat Region,1991,672.7
Gujarat Region,1992,901.1
Gujarat Region,1993,941.4
Gujarat Region,1994,1534.5
Gujarat Region,1995,684.3
Gujarat Region,1996,902.8
Gujarat Region,1997,1068.9
Gujarat Region,1998,1070
Gujarat Region,1999,568.4
Gujarat Region,2000,550.6
Gujarat Region,2001,849
Gujarat Region,2002,637.2
Gujarat Region,2003,1160.3
Gujarat Region,2004,1005.8
Gujarat Region,2005,1316.4
Gujarat Region,2006,1478
Gujarat Region,2007,1178.9
Gujarat Region,2008,911.1
Gujarat Region,2009,641.6
Gujarat Region,2010,1088.7
Gujarat Region,2011,890.5
Gujarat Region,2012,714
Gujarat Region,2013,1118.6
Gujarat Region,2014,705.7
Gujarat Region,2015,622.9
Gujarat Region,2016,764.9
Gujarat Region,2017,1024.4
Saurashtra & Kutch,1901,181.3
Saurashtra & Kutch,1902,401.1
Saurashtra & Kutch,1903,522.8
Saurashtra & Kutch,1904,185.6
Saurashtra & Kutch,1905,290
Saurashtra & Kutch,1906,540.3
Saurashtra & Kutch,1907,509.6
Saurashtra & Kutch,1908,527.9
Saurashtra & Kutch,1909,586.4
Saurashtra & Kutch,1910,549.7
Saurashtra & Kutch,1911,140.4
Saurashtra & Kutch,1912,652.6
Saurashtra & Kutch,1913,751.9
Saurashtra & Kutch,1914,577.1
Saurashtra & Kutch,1915,245.8
Saurashtra & Kutch,1916,495.9
Saurashtra & Kutch,1917,886.7
Saurashtra & Kutch,1918,117.6
Saurashtra & Kutch,1919,445.1
Saurashtra & Kutch,1920,490.1
Saurashtra & Kutch,1921,598.1
Saurashtra & Kutch,1922,334.9
Saurashtra & Kutch,1923,205
Saurashtra & Kutch,1924,310.7
Saurashtra & Kutch,1925,340.6
Saurashtra & Kutch,1926,901.4
Saurashtra & Kutch,1927,639.5
Saurashtra & Kutch,1928,426.8
Saurashtra & Kutch,1929,421.8
Saurashtra & Kutch,1930,450.2
Saurashtra & Kutch,1931,329.7
Saurashtra & Kutch,1932,492.5
Saurashtra & Kutch,1933,757.9
Saurashtra & Kutch,1934,398.4
Saurashtra & Kutch,1935,524.1
Saurashtra & Kutch,1936,371.1
Saurashtra & Kutch,1937,533.6
Saurashtra & Kutch,1938,346
Saurashtra & Kutch,1939,179.4
Saurashtra & Kutch,1940,356.5
Saurashtra & Kutch,1941,401.8
Saurashtra & Kutch,1942,342.2
Saurashtra & Kutch,1943,526.6
Saurashtra & Kutch,1944,717.6
Saurashtra & Kutch,1945,633.1
Saurashtra & Kutch,1946,473.4
Saurashtra & Kutch,1947,558.8
Saurashtra & Kutch,1948,247.7
Saurashtra & Kutch,1949,542.3
Saurashtra & Kutch,1950,473.6
Saurashtra & Kutch,1951,285.2
Saurashtra & Kutch,1952,400.8
Saurashtra & Kutch,1953,706.6
Saurashtra & Kutch,1954,599.8
Saurashtra & Kutch,1955,385.1
Saurashtra & Kutch,1956,739.1
Saurashtra & Kutch,1957,398.5
Saurashtra & Kutch,1958,551.6
Saurashtra & Kutch,1959,1020.9
Saurashtra & Kutch,1960,337.2
Saurashtra & Kutch,1961,752.9
Saurashtra & Kutch,1962,371.8
Saurashtra & Kutch,1963,379.1
Saurashtra & Kutch,1964,539.5
Saurashtra & Kutch,1965,421.3
Saurashtra & Kutch,1966,326.5
Saurashtra & Kutch,1967,738.6
Saurashtra & Kutch,1968,314.6
Saurashtra & Kutch,1969,290
Saurashtra & Kutch,1970,835.8
Saurashtra & Kutch,1971,513.6
Saurashtra & Kutch,1972,222.1
Saurashtra & Kutch,1973,390.3
Saurashtra & Kutch,1974,184.7
Saurashtra & Kutch,1975,682.1
Saurashtra & Kutch,1976,625.5
Saurashtra & Kutch,1977,564.1
Saurashtra & Kutch,1978,488.6
Saurashtra & Kutch,1979,955.4
Saurashtra & Kutch,1980,635.8
Saurashtra & Kutch,1981,705
Saurashtra & Kutch,1982,401.3
Saurashtra & Kutch,1983,758.4
Saurashtra & Kutch,1984,443.7
Saurashtra & Kutch,1985,298.8
Saurashtra & Kutch,1986,298.5
Saurashtra & Kutch,1987,92.7
Saurashtra & Kutch,1988,752.3
Saurashtra & Kutch,1989,498.2
Saurashtra & Kutch,1990,407.9
Saurashtra & Kutch,1991,218.7
Saurashtra & Kutch,1992,600.7
Saurashtra & Kutch,1993,312.7
Saurashtra & Kutch,1994,872.8
Saurashtra & Kutch,1995,374.1
Saurashtra & Kutch,1996,374.4
Saurashtra & Kutch,1997,600.2
Saurashtra & Kutch,1998,566.9
Saurashtra & Kutch,1999,380.7
Saurashtra & Kutch,2000,286.1
Saurashtra & Kutch,2001,510.2
Saurashtra & Kutch,2002,308.1
Saurashtra & Kutch,2003,686.2
Saurashtra & Kutch,2004,482.2
Saurashtra & Kutch,2005,631.6
Saurashtra & Kutch,2006,701.8
Saurashtra & Kutch,2007,890.7
Saurashtra & Kutch,2008,607.9
Saurashtra & Kutch,2009,596.9
Saurashtra & Kutch,2010,1119.9
Saurashtra & Kutch,2011,742.5
Saurashtra & Kutch,2012,323.8
Saurashtra & Kutch,2013,681.8
Saurashtra & Kutch,2014,383.9
Saurashtra & Kutch,2015,441.7
Saurashtra & Kutch,2016,482.9
Saurashtra & Kutch,2017,652.1
Konkan & Goa,1901,2792.9
Konkan & Goa,1902,2673.9
Konkan & Goa,1903,3084.3
Konkan & Goa,1904,2393.7
Konkan & Goa,1905,1682.8
Konkan & Goa,1906,2418.9
Konkan & Goa,1907,2766.6
Konkan & Goa,1908,2735.5
Konkan & Goa,1909,2860.5
Konkan & Goa,1910,2544
Konkan & Goa,1911,2134.7
Konkan & Goa,1912,2793.3
Konkan & Goa,1913,2617.4
Konkan & Goa,1914,3464.6
Konkan & Goa,1915,2525.8
Konkan & Goa,1916,3402.6
Konkan & Goa,1917,3430.9
Konkan & Goa,1918,1867.3
Konkan & Goa,1919,2851.7
Konkan & Goa,1920,1924.1
Konkan & Goa,1921,2899.2
Konkan & Goa,1922,2817.5
Konkan & Goa,1923,2770.5
Konkan & Goa,1924,2444.3
Konkan & Goa,1925,2305.1
Konkan & Goa,1926,3165.9
Konkan & Goa,1927,2747
Konkan & Goa,1928,3172.4
Konkan & Goa,1929,2509.4
Konkan & Goa,1930,2845.7
Konkan & Goa,1931,3999.3
Konkan & Goa,1932,2962.9
Konkan & Goa,1933,3343.4
Konkan & Goa,1934,3272.3
Konkan & Goa,1935,2542.7
Konkan & Goa,1936,2783.4
Konkan & Goa,1937,3192
Konkan & Goa,1938,3495.5
Konkan & Goa,1939,2758.6
Konkan & Goa,1940,3313.7
Konkan & Goa,1941,1889.6
Konkan & Goa,1942,3279.5
Konkan & Goa,1943,3251.3
Konkan & Goa,1944,2952.1
Konkan & Goa,1945,3244.5
Konkan & Goa,1946,3358.9
Konkan & Goa,1947,3090.1
Konkan & Goa,1948,3119.8
Konkan & Goa,1949,3213.7
Konkan & Goa,1950,2929.2
Konkan & Goa,1951,2849.4
Konkan & Goa,1952,2522
Konkan & Goa,1953,3327.8
Konkan & Goa,1954,3790.3
Konkan & Goa,1955,3897.5
Konkan & Goa,1956,3663.7
Konkan & Goa,1957,3123.5
Konkan & Goa,1958,4000.2
Konkan & Goa,1959,3588.6
Konkan & Goa,1960,3027.7
Konkan & Goa,1961,3921
Konkan & Goa,1962,3485.1
Konkan & Goa,1963,3606.8
Konkan & Goa,1964,3192.7
Konkan & Goa,1965,3071.5
Konkan & Goa,1966,2427.5
Konkan & Goa,1967,2752.3
Konkan & Goa,1968,2359.4
Konkan & Goa,1969,3127.4
Konkan & Goa,1970,3596.6
Konkan & Goa,1971,2754
Konkan & Goa,1972,1873
Konkan & Goa,1973,2836.3
Konkan & Goa,1974,3086.7
Konkan & Goa,1975,3515.4
Konkan & Goa,1976,3063
Konkan & Goa,1977,3103.3
Konkan & Goa,1978,2885.6
Konkan & Goa,1979,2509.2
Konkan & Goa,1980,2724.3
Konkan & Goa,1981,3124.7
Konkan & Goa,1982,2698.9
Konkan & Goa,1983,3814.5
Konkan & Goa,1984,2583.6
Konkan & Goa,1985,2968.5
Konkan & Goa,1986,2127.7
Konkan & Goa,1987,2635
Konkan & Goa,1988,3293
Konkan & Goa,1989,2771.5
Konkan & Goa,1990,3568
Konkan & Goa,1991,2954.6
Konkan & Goa,1992,2840.4
Konkan & Goa,1993,3480.9
Konkan & Goa,1994,3179.8
Konkan & Goa,1995,2766
Konkan & Goa,1996,2920.7
Konkan & Goa,1997,3027.2
Konkan & Goa,1998,3234.7
Konkan & Goa,1999,2912.1
Konkan & Goa,2000,3133.2
Konkan & Goa,2001,2395.4
Konkan & Goa,2002,2537.2
Konkan & Goa,2003,2842.3
Konkan & Goa,2004,2985.9
Konkan & Goa,2005,3615.7
Konkan & Goa,2006,3482.2
Konkan & Goa,2007,3468.5
Konkan & Goa,2008,3053.1
Konkan & Goa,2009,2716.6
Konkan & Goa,2010,3778.1
Konkan & Goa,2011,3825.2
Konkan & Goa,2012,3018.4
Konkan & Goa,2013,3524
Konkan & Goa,2014,2757.5
Konkan & Goa,2015,2082
Konkan & Goa,2016,3663.9
Konkan & Goa,2017,3443.4
Madhya Maharashtra,1901,769
Madhya Maharashtra,1902,784
Madhya Maharashtra,1903,837.9
Madhya Maharashtra,1904,603.5
Madhya Maharashtra,1905,537.8
Madhya Maharashtra,1906,744.3
Madhya Maharashtra,1907,815.1
Madhya Maharashtra,1908,722
Madhya Maharashtra,1909,755.2
Madhya Maharashtra,1910,915.2
Madhya Maharashtra,1911,544.3
Madhya Maharashtra,1912,764.9
Madhya Maharashtra,1913,732.5
Madhya Maharashtra,1914,1039
Madhya Maharashtra,1915,908.1
Madhya Maharashtra,1916,1072.4
Madhya Maharashtra,1917,938.2
Madhya Maharashtra,1918,438
Madhya Maharashtra,1919,879.1
Madhya Maharashtra,1920,600.3
Madhya Maharashtra,1921,734.3
Madhya Maharashtra,1922,805.2
Madhya Maharashtra,1923,680.9
Madhya Maharashtra,1924,748.2
Madhya Maharashtra,1925,661.8
Madhya Maharashtra,1926,787.1
Madhya Maharashtra,1927,925.2
Madhya Maharashtra,1928,831.7
Madhya Maharashtra,1929,690.4
Madhya Maharashtra,1930,929.1
Madhya Maharashtra,1931,1132.4
Madhya Maharashtra,1932,1045.1
Madhya Maharashtra,1933,1152.4
Madhya Maharashtra,1934,858.3
Madhya Maharashtra,1935,819
Madhya Maharashtra,1936,735.6
Madhya Maharashtra,1937,914.4
Madhya Maharashtra,1938,1126.3
Madhya Maharashtra,1939,821.9
Madhya Maharashtra,1940,893.2
Madhya Maharashtra,1941,774.3
Madhya Maharashtra,1942,941.3
Madhya Maharashtra,1943,993.2
Madhya Maharashtra,1944,1086
Madhya Maharashtra,1945,793.4
Madhya Maharashtra,1946,1103.6
Madhya Maharashtra,1947,905.7
Madhya Maharashtra,1948,1016.3
Madhya Maharashtra,1949,953.7
Madhya Maharashtra,1950,932.6
Madhya Maharashtra,1951,797
Madhya Maharashtra,1952,683.3
Madhya Maharashtra,1953,893.6
Madhya Maharashtra,1954,985.1
Madhya Maharashtra,1955,981
Madhya Maharashtra,1956,1233.8
Madhya Maharashtra,1957,849.8
Madhya Maharashtra,1958,1054.1
Madhya Maharashtra,1959,1118.9
Madhya Maharashtra,1960,885.9
Madhya Maharashtra,1961,1070.5
Madhya Maharashtra,1962,899
Madhya Maharashtra,1963,899.9
Madhya Maharashtra,1964,945.7
Madhya Maharashtra,1965,790.7
Madhya Maharashtra,1966,837.3
Madhya Maharashtra,1967,913
Madhya Maharashtra,1968,824
Madhya Maharashtra,1969,984.1
Madhya Maharashtra,1970,941.4
Madhya Maharashtra,1971,773.2
Madhya Maharashtra,1972,519.9
Madhya Maharashtra,1973,980.6
Madhya Maharashtra,1974,911.8
Madhya Maharashtra,1975,1040.7
Madhya Maharashtra,1976,1025.8
Madhya Maharashtra,1977,947.2
Madhya Maharashtra,1978,883.6
Madhya Maharashtra,1979,1026.8
Madhya Maharashtra,1980,939.5
Madhya Maharashtra,1981,929.8
Madhya Maharashtra,1982,751.9
Madhya Maharashtra,1983,918.8
Madhya Maharashtra,1984,779.9
Madhya Maharashtra,1985,656.1
Madhya Maharashtra,1986,644.1
Madhya Maharashtra,1987,807.6
Madhya Maharashtra,1988,976.6
Madhya Maharashtra,1989,816.6
Madhya Maharashtra,1990,1022.5
Madhya Maharashtra,1991,880.5
Madhya Maharashtra,1992,791.3
Madhya Maharashtra,1993,1019.8
Madhya Maharashtra,1994,1021.5
Madhya Maharashtra,1995,776.4
Madhya Maharashtra,1996,975.2
Madhya Maharashtra,1997,1000.9
Madhya Maharashtra,1998,1101.1
Madhya Maharashtra,1999,965.7
Madhya Maharashtra,2000,701.6
Madhya Maharashtra,2001,785.1
Madhya Maharashtra,2002,740.3
Madhya Maharashtra,2003,772.6
Madhya Maharashtra,2004,1029.5
Madhya Maharashtra,2005,1221.3
Madhya Maharashtra,2006,1395.7
Madhya Maharashtra,2007,1040.4
Madhya Maharashtra,2008,916.9
Madhya Maharashtra,2009,941.7
Madhya Maharashtra,2010,1027.5
Madhya Maharashtra,2011,852.6
Madhya Maharashtra,2012,689.8
Madhya Maharashtra,2013,962.4
Madhya Maharashtra,2014,838
Madhya Maharashtra,2015,644.5
Madhya Maharashtra,2016,906.3
Madhya Maharashtra,2017,994.4
Matathwada,1901,908.7
Matathwada,1902,744.1
Matathwada,1903,1032.6
Matathwada,1904,690.5
Matathwada,1905,505.9
Matathwada,1906,770.7
Matathwada,1907,557.9
Matathwada,1908,682.5
Matathwada,1909,892.7
Matathwada,1910,1134.4
Matathwada,1911,612.4
Matathwada,1912,488.4
Matathwada,1913,656.5
Matathwada,1914,989.1
Matathwada,1915,1001.6
Matathwada,1916,1177.9
Matathwada,1917,1168.3
Matathwada,1918,486.1
Matathwada,1919,662.8
Matathwada,1920,361.2
Matathwada,1921,562.4
Matathwada,1922,836.1
Matathwada,1923,765
Matathwada,1924,662.7
Matathwada,1925,604.9
Matathwada,1926,715.5
Matathwada,1927,744.6
Matathwada,1928,825.8
Matathwada,1929,609.4
Matathwada,1930,640.3
Matathwada,1931,1088.6
Matathwada,1932,844.1
Matathwada,1933,1122.9
Matathwada,1934,876.6
Matathwada,1935,922.1
Matathwada,1936,727.8
Matathwada,1937,738.2
Matathwada,1938,1072.7
Matathwada,1939,580.2
Matathwada,1940,855.6
Matathwada,1941,541
Matathwada,1942,1003
Matathwada,1943,852.4
Matathwada,1944,759
Matathwada,1945,622.5
Matathwada,1946,848.7
Matathwada,1947,854.8
Matathwada,1948,946.4
Matathwada,1949,914.2
Matathwada,1950,657.4
Matathwada,1951,731.4
Matathwada,1952,546.1
Matathwada,1953,891.2
Matathwada,1954,899.6
Matathwada,1955,1151.3
Matathwada,1956,1037.3
Matathwada,1957,900.7
Matathwada,1958,1024.6
Matathwada,1959,950.3
Matathwada,1960,738.3
Matathwada,1961,959
Matathwada,1962,945.7
Matathwada,1963,1001.2
Matathwada,1964,780.6
Matathwada,1965,631.4
Matathwada,1966,747.1
Matathwada,1967,759.8
Matathwada,1968,712.4
Matathwada,1969,824.6
Matathwada,1970,910.9
Matathwada,1971,607.9
Matathwada,1972,347.1
Matathwada,1973,871.3
Matathwada,1974,650.6
Matathwada,1975,1050.9
Matathwada,1976,623
Matathwada,1977,767.7
Matathwada,1978,784.8
Matathwada,1979,807.6
Matathwada,1980,812.9
Matathwada,1981,786.6
Matathwada,1982,636.5
Matathwada,1983,1187.6
Matathwada,1984,552.7
Matathwada,1985,575.4
Matathwada,1986,562.9
Matathwada,1987,786.2
Matathwada,1988,1170
Matathwada,1989,1068.3
Matathwada,1990,1198.1
Matathwada,1991,601
Matathwada,1992,726.6
Matathwada,1993,806.3
Matathwada,1994,583.8
Matathwada,1995,809.5
Matathwada,1996,855
Matathwada,1997,790.5
Matathwada,1998,1126.7
Matathwada,1999,767.6
Matathwada,2000,684.4
Matathwada,2001,732.4
